cid,text,time,author,channel,votes,photo,heart
Ugjl9eU73_UOwHgCoAEC,"somewhere, probably in South-America, there is a retierement home with an old former german soldier, who still gets PTSD-flashbacks when hearing bagpipes...
""RUN FOR YOUR LIVES, MAD JACK IS COMMING!""",5 年前,martin seelig,UCKhBg4jKtSReNX4DTMHE67A,1024,https://yt3.ggpht.com/ytc/AKedOLS18OtZseQDnrlXu675aSQ2SacMu-79SE4dco5V=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz9rhF5XiVjym-cLUd4AaABAg,"8:20 ""Might I suggest a pitching wedge, sir?  They're awfully dug in."" I feel like the others mostly missed it, but Chris absolutely killed me with that line.",8 個月前 (已編輯),Gavin McGrew,UCebOaDtKyKMb025OXJRT-fA,49,https://yt3.ggpht.com/ytc/AKedOLTrQgFhRD4eVCvwimfVd-FbwxbNgwoBPaXD-0jxLg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugi9nqroiw1Ea3gCoAEC,"Technically, it was a basket-hilted arming sword, which is indeed Scottish and sometimes referred to as a claymore, but it's important to specify that he wasn't charging into battle with a giant two-handed sword.",5 年前,Nuarent,UC7pnalUO4gYybyadW7yYsow,366,https://yt3.ggpht.com/ytc/AKedOLTbaE6rGY2EFpa76r_wqTQ6Xc8S9XvCz2C1tKc=s176-c-k-c0x00ffffff-no-rj,0.0
UgxnkdfXA_dpM0LcsJJ4AaABAg,"By the way the camp that jack Churchill was captured at was one very near Berlin meaning that the nearby town in Chris's massive rant is Berlin 
Just thought that was a fact that made the story a lot funnier",4 年前,Samuel Wilde,UCdM8qjm0LOub3HYe1tNAYeg,550,https://yt3.ggpht.com/ytc/AKedOLTx_P80EXJ1_4hGGo6uO-mCOdLEZrWd2AwRmiEqHQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugyk7cxMngrdzHPhFYJ4AaABAg,"""...with the stringy bit of the bow""

That'd be the string, Gary 🤣",2 年前,Gryph Lane,UCC-R7QnrBD2Qr_kq0g9z5XQ,322,https://yt3.ggpht.com/ytc/AKedOLRb5TnjFQVXpgWBX87Ds0Jl-crsuK5s3ufHnhJNOg=s176-c-k-c0x00ffffff-no-rj,0.0
UghF8bp9uoY0wngCoAEC,"The ""medical evacuations"" that Tom mentioned involved coordinating the evacuation of 700 people from the Hebrew University in Jerusalem during the 1948 War for Independence. The road leading into the university is named ""Churchill Road"" in his honor.",5 年前,SKS Throwaway,UCD51zNAg2XW2d1ht_ilE7-Q,441,https://yt3.ggpht.com/ytc/AKedOLRnU19GKg75jeYSBrBMdIaylYF9QQ6CUj0tPw=s176-c-k-c0x00ffffff-no-rj,0.0
UggKXu1E2_VN3ngCoAEC,With subtitles; now even those speaking English as a secondary language can follow this! Now we just need detailed background pages to understand the UK-only references...,5 年前,Koert van der Veer,UCust-CUthTrByYuxY-89Lzw,200,https://yt3.ggpht.com/ytc/AKedOLSIP07yygPzvnMsGvBm4--_r401_2NK4l9NL-M1iA=s176-c-k-c0x00ffffff-no-rj,0.0
UgjsQknoqziyO3gCoAEC,I feel personally offended you guys never mentioned the fact that he wore a kilt at war.,5 年前,Libby Bollinger,UCFSTkqGH-0wDOdgzgf_FEXQ,740,https://yt3.ggpht.com/ytc/AKedOLQSdLGcTlZCSPzmFnqIoZGcJsGYIrwkj9Pygg=s176-c-k-c0x00ffffff-no-rj,0.0
UgiKK1IpP9y433gCoAEC,"Jack Churchill, the original Leroy Jenkins.



(Also the most successful.)",5 年前 (已編輯),The Impish Dullahan,UCtnGaEKsfFVcOkVN2ujtf5w,805,https://yt3.ggpht.com/ytc/AKedOLTAlwPQWcDkEMX130bAW86fcMEAGK7NFhbjStmvzQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugg4RdGoaWnQzHgCoAEC,"Now I think we have another front runner for ""needs to be animated"" with this one.",5 年前,Factoid,UC0ttjCXTBXdHi2MrhRuTd_Q,466,https://yt3.ggpht.com/ytc/AKedOLS0ZuoynQmw3T5nH6aOfW5xUDc87Yvk0IeR3l6p=s176-c-k-c0x00ffffff-no-rj,0.0
UgjPNo0izp03bXgCoAEC,"Particularly good answers with historical relevance should get History Biscuits: somewhat unusual looking, but not quite edible.",5 年前,Dennis Lubert,UCdFpEkikyQ1CJQ8vomR0z0g,992,https://yt3.ggpht.com/ytc/AKedOLSwhJieUAQ6cDvzKzZGDmOD9PkP8UMPLF64W0EV=s176-c-k-c0x00ffffff-no-rj,0.0
UgxRHsMPp62Frh0nnQl4AaABAg,"The one time Tom says ""price is right rules"" and actually enforces them instead of just going with an undefined or the closest answer.",4 年前,Rawov Un Lapin,UCJ_jwzUHCBeZqppMMQPIpfQ,277,https://yt3.ggpht.com/ytc/AKedOLSQqgRROnmOxImoqc0Hq2agkHwctvM2uKmw-Xhifw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwCNZk4ShAFwQTo7d94AaABAg,Gary straight up says “ice cream” like “I scream”.,2 年前,RAT TRAP,UCCMUDfT4o1qMdGnxpU-xarw,121,https://yt3.ggpht.com/ytc/AKedOLT6MirzdxOm1Ojho5nyXjkvH1EKBYmzAVAr_uOoLg=s176-c-k-c0x00ffffff-no-rj,0.0
UgwE5Z0fqA1S5HiO9Xh4AaABAg,"You've legitimately boosted Wimpy's sales. There used to be one where I grew up. It's no longer there, but there is one in the the place I'm staying this weekend. I checked to see if they do vegetarian burgers and they do a 'Lemon and Pepper Quorn Burger'! There's my Saturday dinner plans.",4 年前,Name Redacted,UCA3hPmqLrH3ICpVtcsvTVRg,160,https://yt3.ggpht.com/ytc/AKedOLQU7E3mxZ2tnomqRcDOVv8FTSZVYOULygMwPQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgxD7URSawh5NWHX_654AaABAg,"- Human sprinkler
- Artificial localized rain maker
- Human car wash
I think I've succeeded.",4 年前,Huntracony,UCHaHQ7qPxzZMDyRcX_vEgAw,405,https://yt3.ggpht.com/TYwc3CWNVsCmsfLjOhU_0E7kFZ-ov5ADHiWiy32s5IVE3iplln5sUyOAuGA6CWU6HXJ2HN9g6Q=s176-c-k-c0x00ffffff-no-rj,0.0
Ugjekum7rf6203gCoAEC,"""What's the chronometer called?""
""Jeff""

best part",5 年前,Brickertown,UCEYTiBjN1dlhVR7-LtfiJ4w,981,https://yt3.ggpht.com/ytc/AKedOLSVFAk5JcU8ZtdKCjTfF-Rzh1C1Vyi_RoHaDAR0lw=s176-c-k-c0x00ffffff-no-rj,0.0
UghtmxtxCeM1Q3gCoAEC,"Why is Tom always the moderator? I want to see him play, too!",5 年前,Hadinos Sanosam,UCyBUAYA_RKNg-M3uJjUXieA,523,https://yt3.ggpht.com/ytc/AKedOLTfNIwJrL8A6B3N6EnT9gai3jVqqJB_YiXL7w=s176-c-k-c0x00ffffff-no-rj,0.0
UgzRKVTgM0vVaJdAmdd4AaABAg,"Most piston engine aircraft still use magnetos to generate the spark. Hence, you can fly them with all electrical systems off. Moreover, many instruments are pressure-driven, so you still get nearly all of the instruments, save for navigation. It's actually not as unsafe as it sounds. The plane's designed to be safe to land in case of total electrical failure.",4 年前,Konstantin Khitrin,UCf44Cx31fZ777jxHI_6Y07Q,97,https://yt3.ggpht.com/ytc/AKedOLRIiWd0BRti76o9-QtvHTOrowfsB2swjVw_sw=s176-c-k-c0x00ffffff-no-rj,0.0
UggDNASJaxueXngCoAEC,"""What is a Hobbes hour?""
""A nasty, brutish, and short one.""",5 年前,piccolomaniac,UCuQINKRvr4muFDNJVrugWXA,199,https://yt3.ggpht.com/ytc/AKedOLQrP4GHrx-752vrQV-qsMlaMNwfkxOiO6YY9Q=s176-c-k-c0x00ffffff-no-rj,0.0
Ugh9qqptqx14g3gCoAEC,"ya know, Tom always says ""I've been Tom Scott"", does he have alternate names?",5 年前,MC_P_123,UCmdD9mYa-K4TOlMOZEgiVlg,285,https://yt3.ggpht.com/ytc/AKedOLRlTG4-O7AxdBGcpTjTlW9HoyBt4_Ix_QTA2i1ONg=s176-c-k-c0x00ffffff-no-rj,0.0
UgjnZeLINRz0J3gCoAEC,"You win a german automobile, painted in flashy colors by a famous catalonian architect.  
 




Antoni Gaudi's gaudy Audi",5 年前,GrinFandango,UCsCg3oS_3ZPQG3QnMEGE0rg,646,https://yt3.ggpht.com/ytc/AKedOLQaK3ra9dy2Ca9awbGKhNs41Ms1A5sEiuexMNYTyA=s176-c-k-c0x00ffffff-no-rj,0.0
Ughx04mkJqrqKHgCoAEC,"My dad flew A-4s in the Navy. One of the guys in his squadron got in ENORMOUS trouble for flying under a bridge on his last day in the Navy. he just wanted to do something he'd always wanted to do. They nearly threw him out on his last day :-) 

That guy used to fly his plane for as many made-up reasons as possible. He once used up over three hours of fuel in 45 minutes just screwing around, chasing thunderstorm clouds, buzzing fishermen over the ocean, etc.. All at full throttle of course.",5 年前,David Buschhorn,UCY9YpMtuQ_EcjT81G9MJYVA,51,https://yt3.ggpht.com/ytc/AKedOLTJ4811tSkflqmHnc-mNiE33tURpQYG8KaUDRvf=s176-c-k-c0x00ffffff-no-rj,0.0
Ugiw44lKnYBDcXgCoAEC,"If Google Trends shows a large bump for ""Wimpy"" in the next few days, you'll know why.",5 年前,Tom Scott,UCBa659QWEk1AI4Tg--mrJ2A,1293,https://yt3.ggpht.com/ytc/AKedOLTXiEEaFzttoTBJkstr3Wub9XLWO5MFOiiM6ukVkw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzs9g-JJO1TzsCdMEx4AaABAg,I love how gentle Gary was when telling Gary about what a burger is,1 年前,Conner McKay,UC0zciXA9nAuicNLSImT4fLA,6,https://yt3.ggpht.com/dC3OIFI_r6_wNkO0VRoJih0fZXmT_6uzspC0geT3om9BHwb0ohsYeQFjALkLeGxrE2VKYCLgqA=s176-c-k-c0x00ffffff-no-rj,0.0
UgzmyWQwsHiv1snacnB4AaABAg,"I had forgotten how wonderful this show was, you guys should bring it back. It could even work as a zoom group call!",1 年前,CoreyO,UCxXdvxRLxO2-hSDEvdDkeIA,3,https://yt3.ggpht.com/ytc/AKedOLS6nBqxErxvJ7Xs-MLy_3J_D9B8L6-kF6NAtw=s176-c-k-c0x00ffffff-no-rj,0.0
UgynxpZ93QE3PD_Lhal4AaABAg,"OMG, Gary's indiscriminate selecting of food just made me laugh until I cried, got dizzy and my chest hurts a bit...",2 年前,notthere83,UCwxnqLhVJqT3-VC5ZfywziA,8,https://yt3.ggpht.com/ytc/AKedOLR0RWpM-riy1B76cGd1NebMfz2TNMzzu4DkzQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx6mWuVw3pAdXtsiuR4AaABAg,The Calvin and Hobbes reference made my day. I loved those comic strips as a kid and still do.,1 年前,Nick the Phoenix,UCoaHq43jetrhVOnvR3Brj3g,4,https://yt3.ggpht.com/ytc/AKedOLTJUagFdR3kZ23fotcqOI1Is1E6xuXwdNJKRnCE=s176-c-k-c0x00ffffff-no-rj,0.0
UghKYg6G6Vg2XXgCoAEC,"At least in the US, air planes technically have the right of way on all roads. You might have to be a bit more careful landing due to buildings, and the government might be upset with you breaking from your flight plan, but it would work.",5 年前,BandanaDrummer95,UCnS488m8CuXpevvigJeW6OA,36,https://yt3.ggpht.com/ytc/AKedOLSLt3qHOrY1B84hA8qoyGQf0s6wrADUkV6Ibw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugj57ykN0V40THgCoAEC,"Idea for the next series: in Matt's kitchen with 6-7 episodes, 3 of them with either Chris, Garry or Matt behind the laptop and Tom in the playing field.

Or if that really won't work, try to get some articles from other sources like you said in the Citation Needed park bench video. Urban Dictionary, or like the previous live show, reverse trivia cards. Or mix it up in one season to try things out, throw stuff at the wall, see what sticks.",5 年前 (已編輯),Vincent Swart,UCQQmYcmEvNKATPp1zsyzCCg,11,https://yt3.ggpht.com/ytc/AKedOLTKsuYDTmeUoanyk_bZQGsWURVMAumr5dy_-CKZqQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugiafv49Z0TwV3gCoAEC,Fool's Gold Loaf: still a better novelty food than Rocky Mountain Oysters.,5 年前,Anya Thurmes,UCna5PDBKG68iXxwZeCdacQw,16,https://yt3.ggpht.com/ytc/AKedOLS4fsvM0SaA8LR3_PqdlNzOfoDEN9Fp9W9BrVG0=s176-c-k-c0x00ffffff-no-rj,0.0
UgjMisR3eTuqyXgCoAEC,"If you're able to vote in Britain today, and you haven't yet: go do it before watching this! Otherwise, please enjoy 15 minutes of nobody reminding you to vote.",5 年前,Tom Scott,UCBa659QWEk1AI4Tg--mrJ2A,1530,https://yt3.ggpht.com/ytc/AKedOLTXiEEaFzttoTBJkstr3Wub9XLWO5MFOiiM6ukVkw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz0soQoRKAdrevZ6ex4AaABAg,"""When I ate Matt I stole his powers."" Will Seaward is Kirby.",4 年前,T F,UCRRfjEpMBvphMYiEunNfssA,1097,https://yt3.ggpht.com/ytc/AKedOLRz7swFxCCB9AmPRAW-AhYii32DT5rcjTqR0odX=s176-c-k-c0x00ffffff-no-rj,0.0
UggB0HjBUKQNo3gCoAEC,"As a fake prize, I am both sad and proud that I thought of this.
You've won a memory game made by the author of ""Discworld"" in which you pair together identical axes. It's ""Terry Pratchett's Hatchet Match-it"".",5 年前 (已編輯),Maniak the Cricket,UCTApasKO_07djlZqDeVESow,1131,https://yt3.ggpht.com/ytc/AKedOLR4MnLTbAHZJwLbInOQL15QBAdK3vKClsfmSpzG=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx7YtyHMhCH-FpR_qh4AaABAg,Will Seaward ain't foolin' me. I know a wizard when I see one.,4 年前,D E A D M E E M,UCW0Z0CP6u_FW6QOhamWssXQ,1776,https://yt3.ggpht.com/ytc/AKedOLRN7IHqSAfUJhNVAS_7UPgwf7PNsKNto_lDCSBw=s176-c-k-c0x00ffffff-no-rj,0.0
UgzgQmx5ziocP2KMR_p4AaABAg,"“They’re not pests, they’re legitimate countries”. I almost choked on my beer",1 年前,Liam Sax,UCnHrOo8IR5SIHGWz3wW2Zgw,225,https://yt3.ggpht.com/ytc/AKedOLQYt3Hd7WdyuME_F2oqGyG1TLcY8SZEQJQgfg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugg90a8Y3jAnyngCoAEC,"Will Seaward has a kind of  ""Ghost of Christmas present"" vibe.",5 年前,Rory Thomson,UCeNhIok9S2azTCgOZEkzJKg,1008,https://yt3.ggpht.com/ytc/AKedOLQKM3Ax5fL5Wj0SV-ot4dKt331cdh4pPXa-bXEkjQ=s176-c-k-c0x00ffffff-no-rj,0.0
UghxZJl8i2RGS3gCoAEC,We should have one with Will AND Matt just for 20 minutes of puns.,5 年前,Vincent Swart,UCQQmYcmEvNKATPp1zsyzCCg,347,https://yt3.ggpht.com/ytc/AKedOLTKsuYDTmeUoanyk_bZQGsWURVMAumr5dy_-CKZqQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugi2DYQtgbQHoXgCoAEC,"I met Will Seaward once, at York Uni's PantSoc 10th Anniversary party. I still don't believe he's real; the phrase ""larger than life"" was invented for him!",5 年前,JHYW,UCYoMB7LDV-QQvftX-8N_8eA,295,https://yt3.ggpht.com/ytc/AKedOLQE-KwkvirnAI64RnIXxaW3NBqsu8wX9CJruA=s176-c-k-c0x00ffffff-no-rj,0.0
UggBMrYXEoKeTngCoAEC,Will looks like Matt's second evolution,5 年前,Joseph Lee,UCVaMrTmQ6ZyprkQEGEwSazw,1968,https://yt3.ggpht.com/ytc/AKedOLSBJWXfYOpqetXNhbsC7yjFfXoFeVpslgmr6z9b=s176-c-k-c0x00ffffff-no-rj,0.0
UgjcQQYMtt3Cu3gCoAEC,I'm not convinced Will is a real person...,5 年前,JorWat25,UCAaucAxxfn7aYiNa6aC8Wcg,900,https://yt3.ggpht.com/ytc/AKedOLTvZ0fjtmAi-2D7K5JXSIz84xaYL4O4ZBYhduPw=s176-c-k-c0x00ffffff-no-rj,0.0
UgjOe3Hl0POnyHgCoAEC,"Sorry, but I feel the mystery biscuit should've gone to the ""french alleyways"". That was just brilliant.",5 年前,Debries,UC422ANlUMNeu16gQlXY-XjQ,353,https://yt3.ggpht.com/ytc/AKedOLStnxzwxh723aUbqqh8foFS7EOM4HyFhEr9PoW7gA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugibk4ZVxP7jE3gCoAEC,Will is like if Weird Al was turned into a viking,5 年前,Eric Lacey,UCE1IEvVD9Q5nGRAJEgG2taQ,98,https://yt3.ggpht.com/ytc/AKedOLTviYgSGNF_Wo3h3jjAV0aGP75pnYXJmT6TprcL=s176-c-k-c0x00ffffff-no-rj,0.0
UghpdCepiTpASHgCoAEC,"Hey, New Zealand managed to get on the spinning wheel of ""Which nation are we making fun of today?"" You know, the one that's almost entirely labeled ""France"".

Never been prouder of my country.",5 年前,Anon Ymous,UCjNcQ0xpb6i-FVzO8uWy-Yg,461,https://yt3.ggpht.com/ytc/AKedOLR4JH3nemDK5ip5nbrKhKyBqhOaF4foLvFYxA=s176-c-k-c0x00ffffff-no-rj,0.0
UgheuPy-Gi0sVXgCoAEC,"I knew the cobra effect, but only because of the late Sir Terry Pratchett, whose character, Lord Vetinari, faced with the consequences of a bounty on rat tails, solved it with four words: ""tax the rat farms""...",5 年前,rmsgrey,UCnyHL_Rhnx4UJcbYWvqEp4w,186,https://yt3.ggpht.com/ytc/AKedOLSSu5MUT4oUw7pfsFEsETcY98QDWvU24WjsoA=s176-c-k-c0x00ffffff-no-rj,0.0
UgipuzfGHTyODXgCoAEC,I freaking love Will's laugh. It is such a belly laugh.,4 年前,James Yeoman,UCQcNXuv5LpoCXC7Gwudj41g,50,https://yt3.ggpht.com/ytc/AKedOLQky55TMVJbvNtHlZf_meE9XZYsAtTz6kWZ0iVI=s176-c-k-c0x00ffffff-no-rj,0.0
Ugjjzw1UWu8vHXgCoAEC,"Tom's facial expressions when he asked where Stephens Island was and Chris replied ""The Sea!"" are just priceless",5 年前,Victinho 6D,UCx7qTUrwGVJZ1tt7V7PFN5Q,57,https://yt3.ggpht.com/W_3Tq4CGt71jmB2kOrqen6F6jvmw86lsLq52270SLSkBNq9cFFsvZzs_GhTh33OsJ_0-cl1TKao=s176-c-k-c0x00ffffff-no-rj,0.0
UghU_PiOtVOE5HgCoAEC,Will has the most enjoyable laugh. I think of English Santa.,5 年前,Torran Stewart,UCs3gQUtxLT-mpHCy6RmHv7A,59,https://yt3.ggpht.com/ytc/AKedOLSUCVQ6jc0XPDtbLmCEIPM6T_ssizZohihBHpTcwA=s176-c-k-c0x00ffffff-no-rj,0.0
UgipMsH950XxTngCoAEC,I really want Jay Foreman as a stand-in now!,5 年前,DoccieDraaiorgel,UCZN3yoCTA5l9ltEMrW7SJfQ,373,https://yt3.ggpht.com/ytc/AKedOLQ8MczE5Rw119uUlBk8QfPazw62GvpEnXhdo3nf=s176-c-k-c0x00ffffff-no-rj,0.0
UghB1Prup3mUE3gCoAEC,I was on a Harry Potter tour last year and this guy was my tour guide,5 年前,Alex Baumgartner,UC4oGDN656TCZ-2m6zXr-NvQ,253,https://yt3.ggpht.com/ytc/AKedOLScFlOrL3R2osGSOWiSYaleSQcAY9UdQOBW_sFCo8k=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz53Bgbr4M-r1iupqx4AaABAg,"Garry : goes off on a tangent
Tom: ding
Gary: ""I'm getting a point for that?""
Tom: ""Yes, but actually no""",3 年前 (已編輯),Jack Morris,UCDDOlTXL1u-5Wr-_i_pknpA,78,https://yt3.ggpht.com/ytc/AKedOLS__GHoycNG7TTVrIWuta7Pk1Z9uzVY9_KzbF1SEQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgxX9VpiCvzN_ddvuc94AaABAg,"Now that I'm thinking about it, I have to wonder... did Julie and her girlfriend concoct the plan together, or did her girlfriend hear a tap on the window and open it to see Julie holding a corpse?",2 年前,J. Simons,UChGkZzeT7A1cZNN9vjLLQHQ,374,https://yt3.ggpht.com/ytc/AKedOLR_N7-4Th2M53WJ2g3SA5cDBTvlN6uu2Zmvfnrk-w=s176-c-k-c0x00ffffff-no-rj,0.0
UghfcuAx2ct7-HgCoAEC,"Gary's line: ""Well, that's what she was doing with the swords, to be honest."" is probably my favorite joke I've heard this series. It took about 3 seconds to click, but man was that a good response",5 年前,Brett Belcher,UCNSTgtKswriRXKDUgi5NnNQ,382,https://yt3.ggpht.com/ytc/AKedOLQTNa6IdrCb3Z6x3cIk651xjOCwkmVFs-qjFCdY=s176-c-k-c0x00ffffff-no-rj,0.0
UgjyMS4PLEGRGngCoAEC,This took me two episodes to understand the format. But dang now it's so funny. Will was a great guest.,5 年前,WAY AWAY,UCxn5zB_-HOiBGzdMSRiq_HA,229,https://yt3.ggpht.com/jeFm1wxdEz4p2BEjeLE9PQvj5YT4m-GHHh_cOPOV1uEM55PzwZ_fmxhSYcyBL6x79-I_X_kE5Go=s176-c-k-c0x00ffffff-no-rj,0.0
UghAxsMgjNAFr3gCoAEC,"Matt's back next week for the final two episodes of this season! In the meantime, please feel free to correct me how 'dueling' should be spelled. (The subtitles spell it the other way, so everyone can be equally angry!)",5 年前,Tom Scott,UCBa659QWEk1AI4Tg--mrJ2A,414,https://yt3.ggpht.com/ytc/AKedOLTXiEEaFzttoTBJkstr3Wub9XLWO5MFOiiM6ukVkw=s176-c-k-c0x00ffffff-no-rj,0.0
UgyWt-0eLaAnEAaSYsx4AaABAg,"""Be gay, do crimes.""

-Julie D'Aubigny, probably",2 年前,Cruye,UCtegEVX-KRhsqMPCriarhxg,2126,https://yt3.ggpht.com/ytc/AKedOLSCDiALOidIUdaMXwETeirVjmvVRaaRxUYzLw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugimtzeaz_l_CngCoAEC,"I didn't know it was possible to fall in love with someone by having their Wikipedia article described to me by Tom Scott, but...",5 年前,SKS Throwaway,UCD51zNAg2XW2d1ht_ilE7-Q,1722,https://yt3.ggpht.com/ytc/AKedOLRnU19GKg75jeYSBrBMdIaylYF9QQ6CUj0tPw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwRifrxyEyYGdBf4aB4AaABAg,"Well, this has just made me reevaluate my life - I’m seventeen, I have yet to steal a body, set fire to a convent, stab someone, duel someone, flee any cities or townships, or join the opera.",3 年前,hotscottrulz,UCZJAjymdntx4yhaRa9J8wgQ,188,https://yt3.ggpht.com/ytc/AKedOLTLd1NKl3O98ppd5JZHBlx3IWId-1xuALWINuDv=s176-c-k-c0x00ffffff-no-rj,0.0
Uggzg4pRKhwHLHgCoAEC,The mispronunciation of French names was positively catastrophic and I couldn't stop laughing all along.,5 年前,Ikus13,UC0-QGYZyWM5rSrCcvr6vajQ,320,https://yt3.ggpht.com/ytc/AKedOLTxmyfDPUemkR9SqEBjByZhEgatcaJzw_rmfsCc=s176-c-k-c0x00ffffff-no-rj,0.0
UgiFJHjaBVcZ13gCoAEC,"I would rather like to employ Will Seaward to just follow me around and say words at things, he seems to be truly delightful.",5 年前,Matthew Moffatt,UCDE84O9t609K5wOD98uWXDQ,276,https://yt3.ggpht.com/ytc/AKedOLSCGeC1ZNqwWb-IVKB6r5wS_mrS3tGyefUIup5XZQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgzgMAWF0y788uHB9rZ4AaABAg,The crazy thing is... There's still a whole bunch of stuff they skipped over.,3 年前,Hazel Behning,UCRJg9cYJB-Io7EKDMnX3Kng,227,https://yt3.ggpht.com/ytc/AKedOLQdZG_WVKkzCLt7iSImd6f9TiO1Nmt0puZRJ3Kmaw=s176-c-k-c0x00ffffff-no-rj,0.0
